Account Number,Name,Age,Income,Expenses,Balance
GB32BDJK41952128574305,Michael Zhang,19,51833.599197791555,44086.52811480671,7747.071082984847
GB54AZLL11499982523011,Kelly Bryant,28,49846.90150827004,29706.284918179284,20140.616590090758
GB43ZOXB70061299227485,Rita Perez,68,55792.914996010884,26473.297141564657,29319.617854446227
GB48TCZH09566335225104,Jonathan Rice,56,51195.80368414153,24776.40813782109,26419.39554632044
GB38ACHE14829103817300,Thomas Wall,55,40269.31059118445,51126.88374989925,-10857.573158714804
GB04MDKH89694645915910,Matthew Diaz,51,61965.715016644914,33707.36606307211,28258.3489535728
GB37OXVW56251798801886,Cynthia Nelson,55,48414.7042697303,55337.27709916499,-6922.572829434692
GB66WNHW35477039014110,Judy Watkins,67,49726.95460490068,34641.98536947702,15084.969235423661
GB41KDUS40198826337690,Anthony Murphy,51,40667.32040926804,22926.420424070533,17740.899985197506
GB02RVAR79648099328893,Rita Glenn,35,45567.1774880849,28834.75560051341,16732.421887571487
GB07NHKD40038336727964,Melissa Chen,47,41151.97285973099,52358.11620006939,-11206.1433403384
GB07BSGV08819609234468,Hunter Simon,32,48270.53940076577,38441.01822063333,9829.52118013244
GB60EKOE94347155926554,James Gardner,44,67117.08480142344,34517.12703509399,32599.957766329448
GB22UIVR33284876577170,Austin Stein,68,36280.98857068644,41600.18225852788,-5319.193687841442
GB03JYIT02473259704707,Kyle Rogers,51,33864.38602123259,45017.82736167545,-11153.441340442863
GB26LWPX07694379400996,Robert Vaughn,69,64711.70327493609,51173.98815902461,13537.71511591148
GB64LBNV51704543263135,Troy Morgan,55,47906.76322848134,54484.99229892926,-6578.229070447924
GB73TFOO81408660109734,Erica Hendricks,50,43309.27261340083,36402.31354210914,6906.959071291691
GB79REOI10973043351253,Bryan Mcbride,41,60399.04687396077,26739.523139179615,33659.52373478115
GB77PJYT22273356262104,Danielle Clark,32,43943.84460263136,35865.34838876724,8078.49621386412
GB67EPAO77227684030776,Heather Pittman,47,68260.09713546936,42602.80506582886,25657.292069640498
GB73GALH46199435542261,Donald Ellis,59,56779.25871339269,30362.41073789389,26416.847975498804
GB37FTXW68423596886171,Maria Thomas,68,45120.885918542976,30428.49085104957,14692.395067493406
GB64LMAY86327162993325,Stephen Thomas,34,71573.08213265504,43437.87881549886,28135.203317156178
GB64OQNN90029899197345,Taylor Flores,22,43942.850769966615,39513.47648429549,4429.374285671125
GB65DYVK11000227870934,Katherine Morgan,46,57420.95372009307,40327.96995411586,17092.98376597721
GB49ETIP49086654366514,Jeremy Lamb,21,52992.92580406492,32415.046652999306,20577.879151065616
GB91TDVL46755815972930,Luis Little,27,63017.41289398798,37695.99285794233,25321.420036045653
GB98WONT56086982834991,Kyle Garcia,34,65615.11196726853,30757.668557316956,34857.44340995158
GB50KSSQ85902084897236,Jo Smith,27,50320.04149065767,48901.98411124787,1418.0573794098018
GB79AUED60928855335075,Carrie Huff,34,42465.82129653817,50352.49334723753,-7886.672050699359
GB79GILG84224520914846,John Kelley,37,54599.72142939117,21538.121377619063,33061.600051772104
GB25FBTR66544685153033,Valerie Lozano,41,43222.84630247894,30704.8913980759,12517.95490440304
GB73IADC13038232775574,Morgan Soto,22,70133.87247526622,25034.70744909921,45099.165026167015
GB21KMEE67661575524220,Miss Martha Salas DDS,51,51365.35331082738,33499.760655931015,17865.59265489636
GB97JOGW47587245334275,Frederick Curtis,23,46346.78448687891,39165.620302096395,7181.164184782516
GB63PBMX49173786955738,Christy Friedman,19,51846.803058649086,25503.5478030147,26343.255255634387
GB63QJTU11918035932513,Bradley Vincent MD,30,36528.73710470303,30781.40186874687,5747.335235956161
GB19ECUO53004981914244,Samantha Bell,60,40283.85961489348,29960.426279185016,10323.433335708465
GB21GPYY01236344252604,Nicholas Williams,60,62004.139079444256,42072.67329398944,19931.465785454813
GB31RHFV03251316639682,Anthony Henderson,65,43431.057210286046,40693.4433703625,2737.6138399235424
GB07DUXA04963341487391,Jacob Hill,28,39530.8901731806,32782.624466627465,6748.265706553138
GB95EPEK76983895658000,Mark Holt,68,55366.52752527286,41768.20872139398,13598.31880387888
GB96EYBJ65416721211205,Lindsay Levy,64,61857.04154662997,34533.199154127346,27323.84239250262
GB58QGQY84060229893376,Mary Garcia,40,57189.53310665067,37283.448896739465,19906.084209911205
GB93CIKD44873430468052,Gail Dunn,33,59960.476858058166,56734.52090298537,3225.9559550727936
GB57ZZRM16704121130498,Anna King,48,42432.049114305395,53404.61051790348,-10972.561403598083
GB47IZTX14124360695248,Joseph Chambers,28,35781.89333258156,27004.187630724024,8777.705701857536
GB18JBYB30706446464222,Craig Garcia,33,65013.33651955487,48297.32417879174,16716.012340763125
GB39VBLK59924552312184,Joseph Bowers,25,46773.20161157864,48113.96554491592,-1340.763933337279
GB58MBJQ71314093596068,Leslie Franklin,21,47491.669835449524,28517.367112473818,18974.302722975706
GB58AUZR98972639931037,Amy Davenport,57,63281.941418490576,48187.77643754861,15094.164980941969
GB49BZZN14661999716824,Mr. William Bridges,21,55562.3000940066,55379.319184125525,182.98090988107288
GB70GQBW78816202424810,Diane Walters,42,54558.877720816075,28774.55193755586,25784.325783260214
GB97MZGW14644986295031,Paul Brown,20,71650.02344901084,30824.971789857365,40825.051659153476
GB16BEOQ55224952449386,Christina Gutierrez,49,43564.81769619857,50176.614668435024,-6611.796972236458
GB02GBMD70901693821772,Melissa Flynn,20,59278.40128081237,42714.95310825648,16563.448172555894
GB49IWUW90859131702739,Marcus Vasquez,44,50570.13124897084,45514.76275239523,5055.368496575611
GB63GZZS43647944571147,Erika Murray,46,52685.922788632575,43405.89216400497,9280.030624627609
GB24FEHC22134447380589,Jessica Cortez,49,65284.68426412532,43906.95920928144,21377.725054843875
GB24GYLU80066732570235,Marcus Adams,67,55078.357562896235,26735.27871688917,28343.078846007065
GB18MWFW46582383343932,Jeffrey Campbell,68,55382.96079049633,50473.177066214485,4909.783724281842
GB44HECF34034805790371,Brian Mathis,36,60725.07337309802,51695.899924277735,9029.173448820286
GB64ZCAS43022559203598,Sarah Chapman,38,46350.47270457115,37706.092559319724,8644.380145251424
GB26IDPU28235939375923,Anthony Alvarez,22,41607.903326609936,39565.23050186138,2042.672824748559
GB31KMJS62879252930589,Shannon Christensen,35,39551.90805978966,24688.924974442773,14862.983085346888
GB49VXMO22820992507560,Allison Garcia,45,30336.434106239984,45142.54756017835,-14806.113453938364
GB44XVDQ99196987621374,Brittany Hensley,59,70562.07129940322,45720.57441714144,24841.49688226178
GB10EBND62370080142312,Kristen Carter,39,38967.916342783166,39378.08983000689,-410.17348722372117
GB91NRCN71054779118609,Samantha Malone,38,47787.46376414228,51243.53359870503,-3456.069834562746
GB35WEME43997471916405,Troy Bush,23,47231.86700111079,36659.2276902006,10572.639310910192
GB88VWND97761820278829,Lindsay Ruiz,18,53074.06697809101,45646.059258936,7428.007719155008
GB25MNHD33303966054414,Francisco Simon,22,58157.37212539297,29803.356613078846,28354.015512314123
GB39STJI73763471299950,Mandy Werner,58,58604.734883597455,39764.47849125762,18840.256392339834
GB11YTVW83588688040392,Sharon Rivera,29,44169.22561431061,38256.457420971645,5912.768193338969
GB75WZKQ18020094382159,Brandon Weeks,43,48328.782862135886,42253.07922040941,6075.703641726475
GB45BMYH28326805338892,Theresa Zamora,63,52825.799504883,36304.730711666416,16521.068793216582
GB24OAGY05952947143073,Robert Cole,51,47513.08873816453,38685.27404328332,8827.814694881206
GB02LNAY23490361008051,Lisa White,66,66073.45576019993,48260.47171441506,17812.984045784862
GB67WLOW07936141884038,Aaron Sims,31,54909.749516382515,35632.35762761783,19277.391888764687
GB25HQLD37761784435674,Ruben Dennis,43,57348.77786049817,23934.228992613207,33414.548867884965
GB64WRDQ00039605194584,Samuel Gates,62,56628.81268667413,57495.839042054205,-867.026355380076
GB19PFTL51522567726835,Vincent Mendoza,44,61734.73857485325,53814.540786904865,7920.197787948382
GB90XRPA89035357620225,Karl Smith,26,51810.21558703707,27077.373048943813,24732.842538093257
GB43OAMN30087775656672,Mr. Justin Anderson,43,37031.680520441536,46897.07805245194,-9865.397532010407
GB48WJCN61553348297551,Karen Obrien,64,53996.87951752642,34970.25229448657,19026.627223039846
GB64QDKM93022506432103,Jacob Espinoza,39,43486.43106208171,42634.87215331059,851.5589087711196
GB50FSOJ52280829758216,Patricia Davidson,64,44713.83318250243,42942.24129013494,1771.5918923674908
GB14SYFE41094554868048,James Robinson,47,55863.64018755093,37655.92199683678,18207.71819071415
GB15WCIA68339361828005,Leslie Hodge,60,62382.830714336356,32162.343344136036,30220.48737020032
GB82WADM21796146668530,Christine Bryan,65,50212.71576736062,33094.589476837406,17118.126290523214
GB50AXLI22337484610209,Nathan Young,34,53088.33012598964,30838.080845187575,22250.249280802065
GB91TXAK34882943003188,Vincent Ryan,43,67022.14944635238,31681.777917695552,35340.37152865683
GB92FOTC61626318245845,Joan Reese,53,52407.53179488568,39328.217099506444,13079.314695379238
GB50VTEM26925069800572,Erin Rogers,18,76016.83114180395,32842.400108892485,43174.43103291147
GB93JSHJ98185048387139,Logan Cooper,25,55655.09645631544,46820.5206571262,8834.575799189239
GB96ZCHQ87547661477389,Isaac Johnson,66,32392.372408441825,54872.46155335927,-22480.08914491745
GB11MHVU83667828571125,Noah Ferguson,52,57533.416211045325,34199.46758629957,23333.948624745753
GB89FWGC28296087870865,Dave Miller,69,53811.58384882778,42394.04500535377,11417.538843474009
GB73NNJT89338498408508,Kayla Humphrey,32,62897.52754082746,44996.85110302934,17900.676437798124
GB61PKOI24930073409632,Jeffrey Doyle,64,56731.813512699584,44720.022709192745,12011.79080350684
GB11JLDG13596218769151,Gerald Anderson,39,48615.44016016226,40759.55267916087,7855.887481001388
GB93RWGK33043485515765,Jodi Gates,31,37757.01763710634,47426.82418359722,-9669.80654649088
GB65TBDU19172196412931,Austin Newton,43,47909.76742713975,44822.489526806574,3087.2779003331743
GB77VUWQ45816273733837,Brandon Pace,45,41494.795457907,27623.37577672702,13871.419681179977
GB76SSOU18929659831426,Jennifer Taylor,40,44194.765501952774,48691.560643892735,-4496.7951419399615
GB94SBOQ75549891602475,Kenneth Kerr,31,55885.7840442061,48872.90837266742,7012.875671538677
GB23APBC96571278297306,Kimberly Mccarthy,41,66699.04504351407,32367.138958214186,34331.90608529988
GB20EVZW32196134443028,Jonathan Stevens,19,53946.715298229814,40379.37835447602,13567.336943753791
GB80OWIA94223387962605,Colton Allen,62,38041.169379648156,46833.289928110695,-8792.120548462539
GB10AWBZ36156576998991,Steven Green,43,54446.02668220141,37906.86180420638,16539.164877995026
GB19UVHG23573858871900,David Fitzpatrick,31,61966.31486645651,50729.78047766012,11236.53438879639
GB98DOLJ76326511720406,Erik Nguyen,68,43902.17095680618,63638.72494619361,-19736.55398938743
GB04DXER94388618721909,Christina Morales,24,48659.82833327082,32140.139673650177,16519.688659620646
GB28KTXL01123236043999,Bryan Ware,20,50146.88194729197,26189.553968462253,23957.32797882972
GB35XWAW14123519306033,Jasmine Wise,64,42151.0168691776,43038.18595604876,-887.1690868711594
GB29LOWU94104088413306,Brian Waters,40,56482.80433843859,47215.625051261435,9267.179287177154
GB53XHJN00863749129532,Robert Garcia,63,48790.51851392219,37691.33626155231,11099.18225236988
GB42ANJF06795303485338,Louis Gilbert,60,54195.324439070275,54532.606633210344,-337.2821941400689
GB40WBIH68109651282317,Scott Ross,64,41125.078221979,26613.94200276751,14511.136219211487
GB79FRAW11761596216837,Alicia Sanchez,62,45625.416996765896,46929.18623031611,-1303.7692335502143
GB34KAII58948661427022,Michael Mitchell,35,57223.81357827771,33941.391792411065,23282.421785866645
GB75AMTQ04143230649004,Craig Waters,55,46271.66847908233,57193.779062072965,-10922.110582990637
